# mic/ojph.test
ld: warning: duplicate -rpath '/usr/local/lib' ignored
ld: warning: duplicate -rpath '/opt/homebrew/lib' ignored
ld: warning: duplicate -rpath '/home/dibba/.local/lib' ignored
ld: warning: ignoring duplicate libraries: '-lc++'
ld: warning: search path '/home/dibba/.local/lib' not found
goos: darwin
goarch: arm64
pkg: mic/ojph
cpu: Apple M4 Pro
BenchmarkJPEGLSDecomp/MR4/JPEGLS-14              	      10	   2128933 ns/op	 246.27 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/NM1/MIC-14                 	      10	   1301733 ns/op	 402.76 MB/s	 2238976 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/NM1/MIC-4state-14          	      10	   1192996 ns/op	 439.47 MB/s	 2238987 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/NM1/MIC-4state-C-14        	      10	    668362 ns/op	 784.44 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/NM1/MIC-4state-SIMD-14     	      10	    663704 ns/op	 789.94 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/NM1/JPEGLS-14              	      10	   1887842 ns/op	 277.72 MB/s	  524288 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG1/MIC-14                 	      10	  27298696 ns/op	 263.69 MB/s	33013782 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/RG1/MIC-4state-14          	      10	  20973112 ns/op	 343.22 MB/s	33013771 B/op	      10 allocs/op
BenchmarkJPEGLSDecomp/RG1/MIC-4state-C-14        	      10	  15501317 ns/op	 464.37 MB/s	 7200768 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG1/MIC-4state-SIMD-14     	      10	  16491171 ns/op	 436.49 MB/s	 7200768 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG1/JPEGLS-14              	      10	  55892483 ns/op	 128.79 MB/s	 7200768 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG2/MIC-14                 	      10	  17219888 ns/op	 437.45 MB/s	28423179 B/op	      12 allocs/op
BenchmarkJPEGLSDecomp/RG2/MIC-4state-14          	      10	  15745825 ns/op	 478.40 MB/s	28423179 B/op	      12 allocs/op
BenchmarkJPEGLSDecomp/RG2/MIC-4state-C-14        	      10	  10248729 ns/op	 735.00 MB/s	 7536640 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG2/MIC-4state-SIMD-14     	      10	  10220933 ns/op	 737.00 MB/s	 7536640 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG2/JPEGLS-14              	      10	  29695250 ns/op	 253.67 MB/s	 7536640 B/op	       1 allocs/op
